fname,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,chroma_0_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,target
03-01-08-01-01-01-05.wav,-821.50653,-1.3602498,2.274448,4.732074,-3.1724489,7.508817,-10.969833,-0.4411648,-5.2651415,-1.8057938,-4.410856,-2.6952114,0.46022224,0.5695509,0.4800348,0.7583391,0.6255323,0.6187996,0.59031504,0.4725268,0.45919248,0.40430132,0.393532,0.36333433,8
03-01-08-01-01-02-05.wav,-820.1795,-1.6440973,0.173649,2.8330593,-3.4423063,7.8671584,-15.321095,-0.6179919,-4.2109914,-2.9690502,-6.1025887,-3.5573096,0.4301438,0.6008264,0.5912765,0.5748285,0.676453,0.6224689,0.49743536,0.45306802,0.4299664,0.4246165,0.46912032,0.37553266,8
03-01-08-01-02-01-05.wav,-865.5602,-12.256872,0.33183601,-2.3172472,-0.79301506,7.1673374,-15.31084,0.88897187,-3.5162377,-5.473177,-7.1385803,-1.1362792,0.39358574,0.48156688,0.50057703,0.6607657,0.5873549,0.48614004,0.5297572,0.5074021,0.54355407,0.4513942,0.4501421,0.3694963,8
03-01-08-01-02-02-05.wav,-820.8491,-3.2940295,5.378353,6.189116,-2.4154155,8.890979,-10.590042,1.7802764,-7.6110334,-4.4144793,-5.9844637,-2.0027702,0.44391602,0.5555149,0.56053036,0.5502299,0.5865699,0.5985328,0.52913535,0.45073146,0.38218707,0.40685993,0.5290054,0.4288794,8
03-01-08-02-01-01-05.wav,-801.91125,-23.38985,0.9250128,13.189744,-8.100317,6.382337,-10.964369,4.6052995,-8.546654,-2.0099463,-5.3348336,-2.9540207,0.34846383,0.50750315,0.39865762,0.46729934,0.62793344,0.6477969,0.57036173,0.41545567,0.32803044,0.32656303,0.42776766,0.29051355,8
03-01-08-02-01-02-05.wav,-782.46606,-9.501102,0.34084436,7.4099116,-10.829686,4.758206,-13.095582,3.1635408,-7.8636303,0.9834752,-8.176554,-2.727518,0.4509092,0.6000683,0.5296309,0.55915415,0.5081902,0.54533005,0.57743454,0.50714016,0.3890674,0.31497452,0.31706342,0.34460074,8
03-01-08-02-02-01-05.wav,-787.9139,-3.5558457,-2.447922,3.4470108,-7.551017,5.6658087,-12.311958,1.3514978,-9.578542,-2.247173,-8.284756,-3.3402314,0.40225685,0.5137545,0.46339247,0.57108283,0.5294561,0.6380996,0.539144,0.57594824,0.4774897,0.48248914,0.39988974,0.3509677,8
03-01-08-02-02-02-05.wav,-797.10876,-1.9530381,4.9442296,4.6001453,-7.3219104,7.3478894,-13.8865,3.171358,-7.6244936,-2.523053,-8.758275,-4.159625,0.4676445,0.5765111,0.4899895,0.5634295,0.5342711,0.6691395,0.5249756,0.40366182,0.34423193,0.36183158,0.44720244,0.38220668,8
03-01-01-01-01-01-06.wav,-900.9852,-15.858291,-13.856538,-3.6728866,0.061930034,4.3884635,-12.75189,-4.324357,-5.5381584,-7.2244625,-1.6154575,-0.77935684,0.48941073,0.5164906,0.6426352,0.7022799,0.42695975,0.44416887,0.35515225,0.33893895,0.40559575,0.38094863,0.5129828,0.3649467,1
03-01-01-01-01-02-06.wav,-844.6844,-1.4422164,-15.998201,-1.8008939,0.44455695,4.00351,-15.909388,-4.401733,-6.6821356,-6.590267,-0.28800115,0.10541338,0.41273692,0.46874103,0.56758267,0.46660972,0.33491826,0.41429806,0.4054905,0.3649721,0.35099798,0.28139552,0.39860463,0.34744963,1
03-01-01-01-02-01-06.wav,-871.5585,-11.954342,-13.747958,2.4324958,-2.4805772,5.623839,-12.273132,-4.840965,-6.869022,-7.03686,-0.6264475,-0.27138388,0.4615133,0.5797638,0.5322803,0.42299512,0.34827787,0.36780298,0.32106668,0.357707,0.3210141,0.32637456,0.33267617,0.30477634,1
03-01-01-01-02-02-06.wav,-863.8289,-1.807251,-13.13909,0.2778984,-2.538565,4.6518574,-13.0703,-5.00479,-7.1099415,-7.597317,-1.381403,-0.5790776,0.345213,0.48172814,0.53550535,0.4659263,0.35007012,0.3707803,0.32808754,0.34600434,0.31740338,0.33237687,0.42778516,0.3093042,1
03-01-02-01-01-01-06.wav,-895.7893,-16.136875,-7.9641633,6.2914314,-0.1630468,9.790919,-9.705936,-9.326977,-9.008648,-4.8523884,0.54512703,-1.0291085,0.38957605,0.40361804,0.40661055,0.40344042,0.4182578,0.5062271,0.5522312,0.56783676,0.5017386,0.3957611,0.46908808,0.35468882,2
03-01-02-01-01-02-06.wav,-881.65405,-17.247349,-6.1887426,5.1614103,-0.73133975,10.857252,-9.989137,-10.0355625,-11.808837,-7.771485,2.6375349,-0.07528189,0.35070404,0.42540234,0.39552063,0.3009291,0.2396482,0.41385582,0.4138892,0.49119553,0.47513857,0.38731685,0.42759582,0.36319497,2
03-01-02-01-02-01-06.wav,-857.79584,-8.888012,-5.4086533,3.4402199,-7.354719,10.498166,-10.747943,-10.951569,-13.260105,-8.469071,1.0956147,1.7634653,0.2863986,0.34870374,0.38108888,0.31742457,0.2978558,0.36187154,0.45367154,0.46092936,0.4218624,0.42822134,0.43533298,0.2110721,2
03-01-02-01-02-02-06.wav,-839.1014,-6.2577057,-7.9409285,1.7099644,-7.764321,11.08738,-13.711125,-11.897814,-14.209611,-4.764822,3.196268,0.88758963,0.33179235,0.3694345,0.43564284,0.3728109,0.40838167,0.3988902,0.4175856,0.40215543,0.4184774,0.39506194,0.57107943,0.35002542,2
03-01-02-02-01-01-06.wav,-849.2634,-12.219573,-10.905692,3.7439554,0.72708094,7.9750524,-12.240248,-7.308847,-9.242906,-3.6045089,1.8309417,-0.90440595,0.45480645,0.4056139,0.35158837,0.32138538,0.3693187,0.45342115,0.61286414,0.55064964,0.4908826,0.42088145,0.47181222,0.3437322,2
03-01-02-02-01-02-06.wav,-862.3375,-16.588396,-7.4196215,6.9328866,-3.2922606,7.816196,-11.788316,-5.1742606,-9.695248,-5.3042483,2.3679597,-3.2082515,0.35663936,0.32925212,0.32099837,0.3840303,0.40750352,0.4943403,0.42847753,0.4356766,0.39524832,0.3436865,0.43115833,0.35695794,2
03-01-02-02-02-01-06.wav,-863.74725,-13.20225,1.531237,6.7200246,-9.810459,9.639951,-11.975109,-7.5422387,-13.656974,-8.611191,1.3158308,-1.5479554,0.33523703,0.3218708,0.3140404,0.36025864,0.3719455,0.48429123,0.43556023,0.4871803,0.5022649,0.41948292,0.5025355,0.3656164,2
03-01-02-02-02-02-06.wav,-879.1687,-10.452061,4.6006136,5.037685,-7.239425,8.2048025,-10.292348,-5.367421,-9.644119,-7.293078,-0.6511939,-1.1137068,0.22599497,0.35314935,0.35344306,0.32473662,0.33359703,0.47772282,0.47060266,0.43715885,0.35975897,0.3848609,0.37391683,0.22907577,2
03-01-03-01-01-01-06.wav,-789.7901,3.2421627,-37.864555,-9.060609,8.998563,4.9248223,-23.029942,-11.379528,-10.940567,-7.7077203,-0.52169603,2.6039813,0.48574355,0.46557888,0.44614074,0.3677195,0.33876657,0.46951178,0.42606944,0.33720997,0.4023878,0.5010663,0.5965268,0.3758944,3
03-01-03-01-01-02-06.wav,-755.4555,2.571711,-44.964478,-12.263594,1.7627721,6.3302264,-23.173115,-7.5439935,-10.14396,-10.129883,-4.5559726,9.08544,0.41436526,0.43155453,0.39368877,0.46628717,0.38279206,0.3793139,0.42639685,0.42640245,0.43244648,0.41806623,0.4985595,0.44505674,3
03-01-03-01-02-01-06.wav,-811.65955,-6.517404,-26.064419,-6.3339696,0.87371784,3.4251652,-18.01384,-5.052531,-9.762458,-9.028516,-0.27777752,3.3867962,0.62815833,0.5731508,0.45837837,0.5197836,0.41394204,0.38371456,0.3712953,0.42167494,0.42113492,0.40332848,0.44566336,0.36270905,3
03-01-03-01-02-02-06.wav,-799.9473,-2.3393846,-23.774414,-7.9456987,4.033812,6.593006,-20.823635,-4.160867,-9.634539,-9.017632,-1.7812467,5.8915997,0.47231802,0.5627573,0.5290284,0.5207209,0.42527974,0.3955468,0.32667932,0.33146855,0.39561006,0.36415824,0.51660645,0.40842164,3
03-01-03-02-01-01-06.wav,-605.0203,-20.507874,-49.26047,-10.474,-8.879852,11.932201,-19.975788,-9.770733,-14.347865,-1.8919792,-14.321875,12.890721,0.42430133,0.4820662,0.51632005,0.54438335,0.42458212,0.43942425,0.39591336,0.31965664,0.35816595,0.42016163,0.5005,0.37883827,3
03-01-03-02-01-02-06.wav,-624.015,-14.106708,-44.364124,-9.705962,-9.400816,7.6008267,-18.60763,-5.4589972,-9.797269,-4.6042747,-12.408093,5.962439,0.5365036,0.595256,0.55499834,0.3658048,0.29734364,0.34391844,0.34034637,0.37864667,0.5002069,0.5067982,0.552858,0.4531361,3
03-01-03-02-02-01-06.wav,-623.4624,-15.090125,-44.683502,-7.7722006,-7.786832,9.265565,-21.518675,-4.0831776,-10.338431,-5.331977,-8.505221,7.555349,0.51665694,0.53707623,0.52501583,0.4824881,0.36388525,0.39813083,0.3315701,0.35053223,0.34359828,0.38135585,0.50227153,0.42074445,3
03-01-03-02-02-02-06.wav,-621.3411,-10.471829,-46.307827,-7.562118,-6.485526,10.093941,-23.761946,-8.009184,-9.514115,-4.57033,-6.603797,7.715378,0.5698118,0.5967943,0.55663747,0.4796055,0.34316224,0.34159228,0.31066677,0.33810416,0.37081003,0.42133015,0.5398571,0.45859566,3
03-01-04-01-01-01-06.wav,-906.95294,-23.013132,-5.8286138,5.796471,-3.8546538,6.836911,-9.742752,-6.1634064,-7.636164,-7.1403565,0.63356686,-3.3568828,0.42244947,0.5323751,0.513929,0.37454244,0.27584347,0.23379126,0.25206542,0.31831163,0.4794823,0.46201506,0.44994327,0.2973637,4
03-01-04-01-01-02-06.wav,-886.8999,-18.714958,-14.159351,3.1395788,0.7744311,6.729722,-13.522369,-8.751408,-8.840605,-8.772308,1.7295077,-3.1552386,0.5264453,0.45209065,0.50903344,0.36670318,0.19919747,0.20518574,0.2165488,0.2883793,0.4084178,0.46128714,0.49779537,0.36356005,4
03-01-04-01-02-01-06.wav,-888.8603,-6.9103665,-2.4230556,2.2470982,-8.952833,6.709596,-13.49457,-5.37752,-9.800157,-8.745843,-0.48520073,-2.476535,0.49520305,0.46476883,0.427561,0.4691191,0.3770606,0.36778107,0.35128105,0.38932532,0.52769023,0.5324991,0.49327448,0.44398147,4
03-01-04-01-02-02-06.wav,-905.90735,-9.358642,-1.8790528,2.56536,-7.9184656,8.233819,-12.254746,-6.956416,-9.342546,-8.397788,-0.46118984,-2.2634752,0.36899218,0.4572643,0.5049788,0.42468217,0.2901602,0.28871116,0.34166497,0.33059248,0.45034018,0.45624152,0.48416018,0.34772626,4
03-01-04-02-01-01-06.wav,-682.2868,-12.088289,-45.820297,-3.851394,-7.2318754,7.53159,-25.176636,-1.0703065,-4.9731236,-12.683547,-3.8752975,4.7455163,0.42019936,0.46043232,0.43719113,0.50999093,0.3669356,0.29094523,0.28823456,0.2958535,0.42215416,0.5680637,0.4975867,0.3755783,4
03-01-04-02-01-02-06.wav,-869.37,-28.010702,-21.819494,0.70065033,-9.370112,2.6084948,-19.298582,-4.8352866,-7.5521235,-11.454189,0.11986911,1.9618009,0.5716257,0.59196156,0.537618,0.4582721,0.428715,0.45761815,0.40072516,0.46945038,0.550518,0.5223328,0.49142557,0.45907497,4
03-01-04-02-02-01-06.wav,-693.83765,-15.76386,-32.142025,0.57578766,-16.672787,4.63272,-21.676949,-1.4401623,-7.470347,-9.968118,-2.7551384,1.3943127,0.43603662,0.42037842,0.42809042,0.4328535,0.37325066,0.41432717,0.42060587,0.44814715,0.5009081,0.5514486,0.5961226,0.5174187,4
03-01-04-02-02-02-06.wav,-740.67365,-14.270259,-44.71963,4.698583,-14.34877,10.329839,-31.609318,-5.164182,-12.425266,-14.278917,-3.2719126,7.3581557,0.37703976,0.36092967,0.4854619,0.55660725,0.48214203,0.47615993,0.36861676,0.44186538,0.36809823,0.3890391,0.4307108,0.4117548,4
03-01-05-01-01-01-06.wav,-804.3866,-10.8154545,-19.970146,0.35556692,-3.4724658,3.673214,-17.083162,-2.325425,-8.706092,-5.651096,-1.5546323,-1.2172422,0.51599675,0.49301088,0.44726655,0.52310413,0.49377474,0.5527548,0.3920456,0.38198853,0.45720813,0.5004017,0.62041867,0.4696991,5
03-01-05-01-01-02-06.wav,-790.3356,-12.304182,-16.87895,4.9193635,-2.275836,5.0674896,-16.998953,-0.83479553,-8.591935,-6.030156,-2.8730726,0.14037947,0.48219565,0.643963,0.52676797,0.4291265,0.40316653,0.45598832,0.37222588,0.3184205,0.3119081,0.35026604,0.45533738,0.3298851,5
03-01-05-01-02-01-06.wav,-755.1483,-5.2727613,-22.512016,0.14782976,-8.308694,3.427289,-23.741432,-1.5967863,-8.881526,-10.192559,-2.0776427,0.8567119,0.4978718,0.531013,0.48712596,0.48734906,0.4097184,0.42532822,0.39985317,0.3483627,0.38613755,0.3872645,0.4941374,0.44732103,5
03-01-05-01-02-02-06.wav,-746.7631,-3.151499,-22.024954,3.0292573,-8.969516,3.831575,-21.099766,-2.0437343,-6.467538,-7.255614,-4.226911,1.223711,0.54279196,0.61671615,0.58263975,0.37113246,0.31854668,0.43140024,0.3752952,0.33846405,0.38724327,0.39087835,0.44666305,0.47659677,5
03-01-05-02-01-01-06.wav,-540.8584,-8.397472,-38.93207,-12.04091,-12.7103,2.046029,-22.6825,0.60939217,-9.604863,-7.13094,-4.836152,4.697322,0.4538197,0.59596395,0.69662803,0.5622507,0.39386728,0.44230324,0.32801428,0.3181689,0.3801419,0.35534188,0.37383047,0.32683074,5
03-01-05-02-01-02-06.wav,-540.7182,-11.692236,-39.697723,-10.4109335,-10.939882,2.4542603,-21.860214,1.0721653,-9.35426,-4.3318734,-5.2294307,2.5958095,0.5233639,0.604045,0.6254897,0.5389831,0.31527275,0.33815926,0.31134996,0.30225915,0.33987617,0.36907998,0.41534877,0.35173184,5
03-01-05-02-02-01-06.wav,-549.89075,-13.747021,-30.894627,-8.877787,-15.7673435,3.2220416,-24.734869,3.587451,-7.1815953,-6.6931725,-6.5010757,3.4433744,0.5422439,0.44172192,0.4032619,0.3623908,0.3070326,0.33506352,0.35090232,0.30305114,0.33397213,0.4001687,0.45702952,0.40700263,5
03-01-05-02-02-02-06.wav,-567.7884,-11.841764,-36.03107,-6.623822,-11.169748,3.2507737,-23.633707,6.686894,-7.2726226,-8.408141,-5.692132,1.4440844,0.601308,0.50524056,0.38760042,0.30032864,0.2994135,0.32925078,0.33399507,0.39412197,0.4432011,0.42875153,0.48871022,0.531285,5
03-01-06-01-01-01-06.wav,-827.9521,-11.337815,-10.717951,0.24518192,-8.238728,10.527629,-15.371895,-2.1587853,-8.69556,-6.995089,-0.98744786,-1.5068121,0.60961974,0.62114674,0.6760797,0.46438065,0.3116587,0.27721238,0.24102974,0.27052417,0.33395565,0.4127162,0.5336996,0.362973,6
03-01-06-01-01-02-06.wav,-818.6397,-17.584183,-24.719707,-1.7173604,-0.9698217,9.043142,-16.219284,-3.7553291,-9.493109,-10.604488,1.6309608,2.526083,0.48060572,0.4726179,0.6089695,0.47964716,0.3267124,0.39442682,0.39721552,0.38216934,0.37316525,0.38089228,0.488142,0.31912848,6
03-01-06-01-02-01-06.wav,-815.22986,-10.266839,-12.472323,-2.5572731,-6.515254,8.7344265,-20.903341,-3.385432,-11.101741,-10.292042,-1.0746099,2.718745,0.65105563,0.75382507,0.6911945,0.5660309,0.33170918,0.31259832,0.26464835,0.31187487,0.36991495,0.3884414,0.4539695,0.397523,6
03-01-06-01-02-02-06.wav,-813.7853,-18.238997,-12.620812,4.0857587,-6.727269,12.701681,-17.025427,-4.153181,-8.448449,-6.9797525,0.5320281,-0.69934416,0.6308782,0.66286445,0.541226,0.5202022,0.44564202,0.42559546,0.41663918,0.38967025,0.4080911,0.45114228,0.574973,0.43978927,6
03-01-06-02-01-01-06.wav,-542.5205,-18.719358,-57.099586,-2.8910885,-17.079386,5.4176307,-18.763308,-8.868883,-15.596931,0.27738166,-4.8730507,13.758759,0.35471708,0.284889,0.3873086,0.43937302,0.48398107,0.57446116,0.35389665,0.27933004,0.31060943,0.3924706,0.46909243,0.43644252,6
03-01-06-02-01-02-06.wav,-548.11096,-22.541687,-51.272976,-5.0811253,-14.971383,1.8697323,-21.48294,-9.095103,-8.286423,0.70612264,-3.9182873,17.996012,0.32725966,0.27529663,0.23978116,0.28447545,0.2830553,0.47928464,0.50757074,0.46874624,0.41221163,0.3929193,0.50946087,0.3793841,6
03-01-06-02-02-01-06.wav,-572.54895,-25.942352,-52.562927,-2.2255251,-20.040209,5.8721676,-23.762037,-10.263333,-11.183014,-4.040839,-7.059811,14.251598,0.30668604,0.33999407,0.42385897,0.39936894,0.44862312,0.469132,0.3559354,0.2898572,0.3352605,0.4310003,0.6053663,0.46642682,6
03-01-06-02-02-02-06.wav,-506.2754,-29.844269,-52.709633,-6.324443,-26.140478,9.807748,-24.63693,-6.057046,-9.664739,5.3294744,-0.9228093,20.57787,0.3036585,0.26567528,0.28099185,0.24945743,0.2621591,0.46358973,0.5349039,0.37727883,0.31505257,0.3598186,0.5802036,0.40573052,6
03-01-07-01-01-01-06.wav,-848.9797,-14.789302,-12.975387,4.613304,-11.184182,3.7830417,-14.630434,-6.2578235,-12.740886,-7.6007123,-2.92735,-3.0937984,0.35927492,0.454796,0.44104907,0.38707957,0.34487158,0.33638102,0.44386908,0.4213141,0.4419434,0.5290138,0.6619633,0.32567355,7
03-01-07-01-01-02-06.wav,-883.21466,-25.022074,-10.445803,6.3744874,-4.511776,4.4593425,-10.790029,-1.3989499,-11.711855,-3.7238905,-1.6498972,1.5399238,0.43407348,0.47903466,0.58660007,0.5025934,0.406612,0.40513134,0.3583281,0.29474437,0.38466284,0.36124134,0.4184739,0.3085874,7
03-01-07-01-02-01-06.wav,-915.44543,-23.125603,5.3341594,6.111465,-13.649986,4.390676,-7.620957,-6.7439685,-12.117832,-3.0546334,-2.4716742,-2.5910575,0.48904255,0.4693903,0.49548906,0.4780466,0.38729075,0.3893772,0.2961138,0.32922402,0.34243798,0.4307583,0.47006792,0.42566526,7
03-01-07-01-02-02-06.wav,-887.80536,-20.365828,-4.4149666,4.40273,-13.06568,8.422129,-11.934685,-7.459452,-13.188039,-4.536913,-0.16245808,-3.4643233,0.38570595,0.33681706,0.3646595,0.40308806,0.3925825,0.42533627,0.35809895,0.37362334,0.54469097,0.48756883,0.5526085,0.41876888,7
03-01-07-02-01-01-06.wav,-751.56415,-21.19583,-24.412762,0.87667656,-9.6577215,0.9759585,-23.663969,-2.746784,-11.05722,-3.1631985,-7.045213,1.6236894,0.251192,0.4055971,0.4719698,0.43449697,0.32281986,0.38297436,0.45160076,0.51464075,0.46424973,0.38371882,0.36284888,0.22552559,7
03-01-07-02-01-02-06.wav,-850.9102,-2.6293979,-18.454481,-3.38156,-6.7820024,-2.4683707,-16.231754,-5.13142,-8.772883,-5.2836194,-3.3866878,-0.0505983,0.6271885,0.6717154,0.4916852,0.56273097,0.45565468,0.44786015,0.42931288,0.37112713,0.36237413,0.40507597,0.4803406,0.48873422,7
03-01-07-02-02-01-06.wav,-788.59656,-8.620449,-12.150869,-2.6103444,-7.783041,5.9148493,-18.420828,-7.3487935,-10.580563,-1.7649541,-3.827769,-0.16499253,0.45238256,0.55109113,0.6275552,0.55279857,0.38880506,0.3969381,0.32088432,0.32197624,0.29522675,0.29175845,0.3375265,0.295974,7
03-01-07-02-02-02-06.wav,-828.86273,-17.551327,2.2213416,4.057431,-9.94644,4.045299,-11.693114,-4.216668,-6.587235,-0.60262203,-2.0095263,1.7021346,0.567369,0.77600294,0.65750146,0.37477964,0.23818499,0.21502058,0.20258056,0.18795471,0.21682504,0.16912173,0.22468984,0.1667198,7
03-01-08-01-01-01-06.wav,-908.49896,-8.5687,-7.503531,-2.4735658,-5.7753053,4.566079,-12.204433,-2.9347136,-8.049153,-5.3173156,-0.11670096,-1.1175073,0.50371784,0.5209465,0.60989326,0.6170924,0.4120214,0.35408348,0.29309243,0.24558327,0.24724811,0.280531,0.38798907,0.31528652,8
03-01-08-01-01-02-06.wav,-891.4078,-0.07950799,-10.9229,-2.4626122,-6.2150764,4.7911587,-14.9383745,-1.4854884,-9.170647,-7.6429677,0.24556392,-0.7681545,0.5155298,0.55163217,0.5466868,0.57051724,0.45780233,0.46017024,0.37345126,0.3789331,0.35433894,0.424772,0.42776287,0.44100693,8
03-01-08-01-02-01-06.wav,-867.0707,-12.788449,-2.7438922,-1.4184088,-8.3699465,6.3392277,-15.131693,-1.959134,-10.509756,-4.424989,-0.06639748,1.4532014,0.44976118,0.6177214,0.5926523,0.6112762,0.4106479,0.43180054,0.25603676,0.26559058,0.2764683,0.25775516,0.3426761,0.3152073,8
03-01-08-01-02-02-06.wav,-855.01764,-18.565155,-8.688861,3.2222838,-5.7010026,10.590198,-16.659027,-4.39434,-10.521872,-3.8940177,3.507011,2.112452,0.3232012,0.38722146,0.55175704,0.67560196,0.37227684,0.3415291,0.24893366,0.2505969,0.19294657,0.2303451,0.300528,0.19635275,8
03-01-08-02-01-01-06.wav,-850.2085,-21.995705,-17.126389,-1.0339212,-3.1733134,6.047244,-20.28329,-4.5516815,-11.085577,-5.0955653,3.8832834,-2.1878948,0.5029777,0.50003564,0.543091,0.67892534,0.5820428,0.6077296,0.42412087,0.41142482,0.37865648,0.39896393,0.49687022,0.4280655,8
03-01-08-02-01-02-06.wav,-777.9497,-6.5843325,-24.509367,-7.743686,-9.060196,2.3618379,-18.703503,-1.2539852,-10.397343,-7.5581746,-3.5198233,2.2053819,0.39921913,0.44810468,0.5354003,0.53852844,0.48474437,0.52443385,0.49512684,0.48958334,0.40426415,0.4100811,0.41506627,0.33345667,8
03-01-08-02-02-01-06.wav,-760.4375,-11.275245,-20.242796,-5.370659,-7.104035,5.375132,-19.223293,-3.867717,-11.98671,-9.060145,-0.74714684,1.8060602,0.45459178,0.4320903,0.52525043,0.514015,0.41044235,0.4571498,0.46971878,0.43272215,0.49362782,0.39755866,0.40669286,0.34929135,8
03-01-08-02-02-02-06.wav,-762.3309,-12.394224,-16.230621,-6.540926,-12.299204,8.410397,-20.893728,-0.84808594,-11.532584,-10.432214,-1.2721289,3.7368062,0.34598225,0.4480519,0.47067285,0.42099988,0.3837646,0.44556734,0.38507345,0.4342446,0.5338108,0.5085094,0.5143371,0.39487123,8
03-01-01-01-01-01-07.wav,-828.1584,-7.4269733,1.8851839,10.23938,2.7570305,13.887017,-10.406312,1.6192187,-10.938671,-2.0510423,1.7213244,-2.9272552,0.37727907,0.4212563,0.50176466,0.556096,0.588497,0.5152375,0.5056312,0.38604409,0.39241883,0.42667958,0.40380797,0.32418182,1
03-01-01-01-01-02-07.wav,-818.7104,-9.935261,2.9224088,10.64235,1.9478929,14.550309,-11.64122,2.533357,-12.133133,-1.3235208,2.336625,-1.9178708,0.42487466,0.51939297,0.5429766,0.4800103,0.48714805,0.48272866,0.39991608,0.32194772,0.2799672,0.38126647,0.50147945,0.29182756,1
03-01-01-01-02-01-07.wav,-818.6378,-12.805694,5.590792,6.7192583,-0.26193172,14.968569,-9.82035,0.8232329,-13.6090765,-2.6435587,-0.77920467,-1.8780711,0.53417236,0.5402206,0.50185865,0.5237956,0.5416704,0.5326543,0.52959406,0.33961016,0.35848287,0.393135,0.50473905,0.41689742,1
03-01-01-01-02-02-07.wav,-819.4833,-14.85206,6.591188,11.971456,-0.75653654,12.7823105,-10.515115,2.147397,-12.934244,-0.0026944003,2.7901807,-4.12805,0.57257247,0.56120735,0.45662847,0.4818606,0.5662808,0.55385095,0.43761176,0.4092803,0.4549429,0.43390438,0.42177546,0.346202,1
03-01-02-01-01-01-07.wav,-876.4815,0.005566827,6.4017286,5.0227137,-0.07593181,16.023277,-9.146915,-0.18924253,-7.617491,-2.8328164,3.6099453,-2.6812284,0.36828992,0.4572717,0.48421162,0.4841659,0.5209132,0.6277654,0.6004697,0.39723513,0.3261874,0.28244033,0.28216374,0.26210153,2
03-01-02-01-01-02-07.wav,-878.06384,5.7819147,4.6920276,1.5445403,-0.035407145,13.16299,-8.223743,-0.39997032,-7.369151,-2.7740593,3.957876,-1.7425594,0.40922567,0.48484132,0.48332947,0.47026357,0.58065015,0.63257354,0.60087955,0.4744549,0.4655548,0.44476753,0.4094527,0.35493538,2
03-01-02-01-02-01-07.wav,-849.0406,-5.7217293,8.822188,10.583474,0.81703466,15.910808,-2.760104,3.8391106,-6.1836395,-1.6479917,3.4677324,0.8401065,0.53782487,0.6240902,0.638086,0.44206893,0.36639687,0.49468598,0.4432808,0.2642674,0.22307396,0.28660363,0.36898765,0.25312415,2
03-01-02-01-02-02-07.wav,-853.72205,-4.419517,1.2119658,3.90955,-0.9354362,13.508301,-7.8911242,1.7240219,-9.878009,-6.5961714,2.0211804,-2.371802,0.6622534,0.5498705,0.6199382,0.42405123,0.30698684,0.34325352,0.40864542,0.37322053,0.29960966,0.3166795,0.40451184,0.46388406,2
03-01-02-02-01-01-07.wav,-795.7272,-14.106129,-6.6681395,14.466419,2.493137,23.030663,-12.979945,-1.7514836,-14.805805,0.85811716,5.9076624,-3.83358,0.48424113,0.4198141,0.4320519,0.39480156,0.4100046,0.51724815,0.60525537,0.41731238,0.3020307,0.36831677,0.4788382,0.33179355,2
03-01-02-02-01-02-07.wav,-823.144,-10.069213,-9.402788,13.249137,0.14879459,13.152857,-10.56958,2.0311236,-13.214619,-9.092838,1.7537173,-3.3967366,0.58102804,0.59065735,0.48184034,0.4737586,0.42779455,0.3793278,0.36901158,0.39751974,0.5053753,0.5552716,0.5504558,0.42170885,2
03-01-02-02-02-01-07.wav,-802.9541,-13.296233,0.6460263,16.337486,0.46050426,17.464218,-9.605659,0.14474544,-11.885053,-5.2259707,-0.39990464,-2.8109856,0.4898825,0.5163608,0.4047405,0.45874822,0.45672947,0.47207636,0.42993745,0.28827342,0.36315447,0.45038605,0.32507998,0.33853728,2
03-01-02-02-02-02-07.wav,-828.06537,4.2391715,6.954604,8.96237,2.7003086,15.713707,-10.9781065,0.13664524,-12.728425,-4.136001,5.3626785,-0.3303386,0.32746845,0.32722956,0.3283842,0.31559783,0.3341765,0.51089895,0.6810538,0.32911262,0.35385254,0.4616235,0.43352422,0.2983741,2
03-01-03-01-01-01-07.wav,-823.4412,-11.340246,-11.070405,5.6895905,4.6753974,14.219499,-7.5120587,2.8083882,-8.006955,-3.6898565,3.0618474,2.246683,0.5222838,0.5468603,0.52952117,0.40058157,0.4037145,0.40795508,0.5249786,0.36493084,0.38888416,0.35632592,0.42836764,0.3073587,3
03-01-03-01-01-02-07.wav,-824.1344,1.9383888,-3.835922,-0.8383575,5.2620525,9.445958,-10.414438,-2.9229586,-10.585734,-4.364075,0.989399,1.7478157,0.5331375,0.65336806,0.6448875,0.5549604,0.6307256,0.57255554,0.3964665,0.30797172,0.2919108,0.3044069,0.3187719,0.31243506,3
03-01-03-01-02-01-07.wav,-787.78174,-7.7717175,-15.453685,4.238146,0.4347511,12.386587,-9.439154,-1.0059098,-12.92648,-5.2115116,1.5839279,0.92903346,0.41365674,0.47337472,0.5232346,0.4617307,0.4699801,0.5715276,0.6575812,0.38077915,0.2786629,0.2430969,0.2638564,0.20715457,3
